Case ID,"Overall, how often do you use the internet?",Do you do use social media?,Does social media make you feel more connected to information about what's going on in your friends' lives?,Does social media make you feel worse about your own life because of what you see from other friends on social media?,Does social media make you feel better connected to your friends' feelings?,Does social media make you feel pressure to post content that will be popular and get lots of comments or likes?,Does social media make you feel pressure to only post content that makes you look good to others?,Do you ever experience on social media people posting about things you werent invited to?,Do you ever experience on social media people stirring up drama?,Do you ever experience on social media people posting things about you that you cant change or control?,Do you ever experience on social media people supporting you through challenges or tough times?,People get to show different sides of themselves on social media that they cant show offline,People are less authentic and real on social media than they are offline?,People share too much information about themselves on social media?,Was there anyone in the room who watched or helped you take the survey?,Teen's race/ethnicity,Teen's age,Teen's gender,Do you consider yourself to be transgender?,Household Size,Housing Type,Marital Status,Metro status,Region of country,Own or rent,State,Parent's employment status,Household internet access,household income
1350,Several times a week,Yes,No,No,"Yes, a lot",No,No,No,"Yes, occasionally",No,"Yes, occasionally",Agree,Agree,Agree,No,"Black, Non-Hispanic",15,Female,"No, not transgender",3,A one-family house attached to one or more houses,Never married,Metro,Northeast,Rented for cash,PA,Not working - disabled,Yes,"$100,000+"
1354,Several times a day,Yes,No,No,No,No,"Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Strongly agree,Strongly agree,Agree,No,Hispanic,14,Female,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,West,Rented for cash,ID,Not working - other,Yes,"under $50,000"
1355,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,VA,Working - as a paid employee,Yes,"$100,000+"
1359,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, frequently",No,"Yes, occasionally",Strongly agree,Agree,Strongly agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,AZ,Working - as a paid employee,Yes,"$50,000-$99,000"
1360,Several times a day,Yes,"Yes, a lot",No,"Yes, a lot",No,No,"Yes, frequently","Yes, frequently","Yes, occasionally","Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",15,Female,"No, not transgender",4,A mobile home,Divorced,Non-Metro,South,Rented for cash,VA,Working - as a paid employee,Yes,"under $50,000"
1361,Less often,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"2+ Races, Non-Hispanic",15,Female,"No, not transgender",3,A one-family house detached from any other house,Living with partner,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,No,"under $50,000"
1362,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,VA,Working - as a paid employee,Yes,"$50,000-$99,000"
1369,Several times a day,Yes,"Yes, a lot",No,"Yes, a little","Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Disagree,Agree,Agree,Yes,"White, Non-Hispanic",17,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,PA,Working - as a paid employee,Yes,"$50,000-$99,000"
1370,Several times a day,Yes,"Yes, a lot",No,"Yes, a little","Yes, a lot",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Disagree,Agree,No,"White, Non-Hispanic",17,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"$50,000-$99,000"
1373,Almost constantly,Yes,No,No,No,No,No,No,No,No,No,Agree,Agree,Agree,No,"Other, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Living with partner,Metro,South,Owned or being bought by you or someone in your household,WV,Not working - looking for work,Yes,"$50,000-$99,000"
1374,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",17,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MI,Working - as a paid employee,Yes,"$100,000+"
1375,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",13,Female,"No, not transgender",3,A building with 2 or more apartments,Married,Metro,South,Rented for cash,NC,Working - as a paid employee,Yes,"under $50,000"
1376,Several times a day,Yes,"Yes, a lot","Yes, a little","Yes, a lot","Yes, a little","Yes, a little","Yes, frequently","Yes, frequently","Yes, frequently","Yes, frequently",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,KS,Working - as a paid employee,Yes,"$100,000+"
1377,Several times a day,Yes,"Yes, a lot","Yes, a lot","Yes, a lot","Yes, a lot","Yes, a lot","Yes, occasionally","Yes, frequently","Yes, frequently","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",3,A one-family house detached from any other house,Never married,Non-Metro,Midwest,Rented for cash,IL,Working - as a paid employee,Yes,"under $50,000"
1378,Almost constantly,Yes,"Yes, a little","Yes, a little","Yes, a little","Yes, a lot","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Disagree,Disagree,Disagree,No,"2+ Races, Non-Hispanic",13,Male,"No, not transgender",5,A one-family house attached to one or more houses,Living with partner,Metro,West,Owned or being bought by you or someone in your household,AZ,Not working - looking for work,Yes,"$50,000-$99,000"
1379,About once a day,Yes,"Yes, a lot","Yes, a little","Yes, a lot","Yes, a lot","Yes, a little",No,"Yes, occasionally","Yes, occasionally","Yes, frequently",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",3,A building with 2 or more apartments,Married,Metro,Northeast,Rented for cash,NY,Working - as a paid employee,Yes,"$50,000-$99,000"
1389,Almost constantly,Yes,"Yes, a lot","Yes, a little","Yes, a lot","Yes, a lot","Yes, a lot","Yes, frequently","Yes, frequently","Yes, frequently",No,Agree,Agree,Agree,No,"White, Non-Hispanic",13,Female,"No, not transgender",7,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,WI,Working - as a paid employee,Yes,"$50,000-$99,000"
1394,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Non-Metro,Northeast,Owned or being bought by you or someone in your household,PA,Working - self-employed,Yes,"under $50,000"
1397,Several times a day,Yes,"Yes, a little","Yes, a little",No,No,No,"Yes, frequently","Yes, frequently","Yes, frequently","Yes, occasionally",Agree,Strongly agree,Agree,No,"Black, Non-Hispanic",14,Female,"No, not transgender",3,A mobile home,Married,Metro,South,Owned or being bought by you or someone in your household,AL,Not working - looking for work,Yes,"$50,000-$99,000"
1401,Almost constantly,Yes,"Yes, a lot","Yes, a little","Yes, a lot","Yes, a little","Yes, a little",No,"Yes, occasionally",No,"Yes, occasionally",Disagree,Disagree,Agree,Yes,Hispanic,13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TX,Not working - other,Yes,"$50,000-$99,000"
1404,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally",No,"Yes, occasionally",Agree,Disagree,Strongly agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,WI,Working - as a paid employee,Yes,"$50,000-$99,000"
1405,Several times a day,Yes,"Yes, a little",No,No,"Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, frequently",Strongly agree,Agree,Agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",4,A one-family house detached from any other house,Divorced,Metro,Northeast,Owned or being bought by you or someone in your household,ME,Not working - disabled,Yes,"under $50,000"
1407,Almost constantly,Yes,"Yes, a lot","Yes, a lot","Yes, a lot",No,"Yes, a little",No,"Yes, frequently",No,No,Strongly agree,Disagree,Strongly agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",4,A one-family house detached from any other house,Separated,Non-Metro,Northeast,Owned or being bought by you or someone in your household,PA,Not working - disabled,Yes,"under $50,000"
1408,Several times a day,Yes,"Yes, a lot",No,"Yes, a lot",No,No,No,No,"Yes, frequently","Yes, frequently",Disagree,Disagree,Agree,No,Hispanic,16,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,NC,Working - as a paid employee,Yes,"$50,000-$99,000"
1411,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,15,Male,"No, not transgender",6,A one-family house attached to one or more houses,Living with partner,Metro,Midwest,Owned or being bought by you or someone in your household,IN,Not working - other,Yes,"under $50,000"
1412,Several times a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"$100,000+"
