Case ID,"Overall, how often do you use the internet?",Use social media-Do you do any of the following online or on your cellphone?,More connected to information about what's going on in your friends' lives?-Does social media make you feel,Worse about your own life because of what you see from other friends on social media?-Does social media make you feel,Better connected to your friends' feelings?-Does social media make you feel,Pressure to post content that will be popular and get lots of comments or likes-Does social media make you feel,Pressure to only post content that makes you look good to others?-Does social media make you feel,People posting about things you werent invited to?- Do you ever experience on social media,People stirring up drama?-Do you ever experience on social media,People posting things about you that you cant change or control?-Do you ever experience on social media,People supporting you through challenges or tough times?-Do you ever experience on social media,People get to show different sides of themselves on social media that they cant show offline,People are less authentic and real on social media than they are offline?,People share too much information about themselves on social media?,Was there anyone in the room who watched or helped you take the survey?,Teen's race/ethnicity,Teen's age,Teen's gender,Do you consider yourself to be transgender?,Household Size,Housing Type,Marital Status,Metro status,Region of country,Own or rent,State,Parent's employment status,Household internet access,household income
1040,Several times a week,Yes,"Yes, a lot",No,"Yes, a lot","Yes, a lot","Yes, a lot","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Strongly agree,Agree,Agree,No,"Black, Non-Hispanic",16,Female,"Yes, female to male",5,A one-family house detached from any other house,Living with partner,Metro,Midwest,Rented for cash,IN,Working - as a paid employee,Yes,"under $30,000"
1046,About once a day,Yes,"Yes, a lot",No,"Yes, a little",No,No,"Yes, occasionally",No,"Yes, occasionally","Yes, frequently",Agree,Agree,Agree,No,"White, Non-Hispanic",14,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,LA,Working - as a paid employee,Yes,"50,000-$74,999"
1050,Almost constantly,Yes,"Yes, a lot",No,"Yes, a lot",No,No,"Yes, occasionally","Yes, occasionally",No,"Yes, occasionally",Strongly agree,Agree,Disagree,No,Hispanic,15,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,West,Rented for cash,AZ,Working - self-employed,Yes,"$75,000-$124,999"
1054,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,"Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",13,Female,"No, not transgender",6,A one-family house detached from any other house,Living with partner,Metro,South,Rented for cash,MD,Working - as a paid employee,Yes,"$75,000-$124,999"
1055,Almost constantly,Yes,"Yes, a little",No,No,No,"Yes, a little","Yes, frequently","Yes, frequently","Yes, frequently","Yes, occasionally",Agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",14,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - self-employed,Yes,"under $30,000"
1056,Several times a day,Yes,"Yes, a lot",No,"Yes, a little","Yes, a lot","Yes, a little",No,"Yes, occasionally",No,"Yes, occasionally",Disagree,Disagree,Agree,No,"White, Non-Hispanic",15,Female,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NJ,Not working - other,Yes,"$125,000+"
1058,Almost constantly,Yes,No,No,No,No,No,No,No,No,No,Strongly agree,Agree,Disagree,No,"2+ Races, Non-Hispanic",16,Female,Refused,3,A one-family house detached from any other house,Divorced,Metro,Midwest,Rented for cash,OH,Not working - disabled,Yes,"under $30,000"
1059,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Female,"No, not transgender",2,A one-family house detached from any other house,Widowed,Metro,Midwest,Owned or being bought by you or someone in your household,MN,Not working - other,Yes,"under $30,000"
1066,About once a day,Yes,"Yes, a little",No,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally",Strongly agree,Agree,Strongly agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",3,A one-family house detached from any other house,Divorced,Non-Metro,West,Owned or being bought by you or someone in your household,CO,Working - as a paid employee,Yes,"50,000-$74,999"
1067,Several times a day,Yes,"Yes, a little","Yes, a little","Yes, a little","Yes, a lot",No,"Yes, occasionally",No,No,"Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,Yes,"White, Non-Hispanic",16,Male,"No, not transgender",4,A one-family house attached to one or more houses,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - self-employed,Yes,"$75,000-$124,999"
1068,Almost constantly,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Other, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TX,Working - as a paid employee,Yes,"$75,000-$124,999"
1072,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,No,No,No,Agree,Strongly disagree,Disagree,No,"White, Non-Hispanic",14,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Midwest,Rented for cash,OH,Not working - disabled,Yes,"under $30,000"
1074,Almost constantly,Yes,"Yes, a lot",No,"Yes, a lot","Yes, a little",No,"Yes, occasionally","Yes, frequently",No,"Yes, occasionally",Strongly agree,Strongly agree,Disagree,No,"White, Non-Hispanic",17,Female,"No, not transgender",5,A one-family house detached from any other house,Living with partner,Non-Metro,South,Owned or being bought by you or someone in your household,KY,Working - as a paid employee,Yes,"$125,000+"
1079,Several times a day,Yes,"Yes, a lot",No,No,No,No,"Yes, occasionally","Yes, occasionally",No,No,Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,UT,Working - as a paid employee,Yes,"$75,000-$124,999"
1080,Almost constantly,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",13,Male,"No, not transgender",8,A one-family house detached from any other house,Divorced,Metro,Northeast,Owned or being bought by you or someone in your household,MA,Working - as a paid employee,Yes,"50,000-$74,999"
1082,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,15,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - self-employed,Yes,"$125,000+"
1083,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Yes,"White, Non-Hispanic",15,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,MA,Working - as a paid employee,Yes,"$75,000-$124,999"
1086,Almost constantly,Yes,"Yes, a lot",No,No,"Yes, a little",No,"Yes, frequently",No,"Yes, occasionally",No,Strongly agree,Strongly agree,Agree,No,"White, Non-Hispanic",15,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,VA,Working - as a paid employee,Yes,"$125,000+"
1088,Almost constantly,Yes,"Yes, a little",No,"Yes, a little","Yes, a little","Yes, a little","Yes, occasionally",No,No,No,Agree,Agree,Agree,No,Hispanic,13,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,No,"50,000-$74,999"
1091,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, frequently","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"2+ Races, Non-Hispanic",17,Male,"No, not transgender",5,A one-family house detached from any other house,Widowed,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"50,000-$74,999"
1092,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,WA,Working - as a paid employee,Yes,"$75,000-$124,999"
1093,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",15,Female,"No, not transgender",6,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,WI,Working - as a paid employee,Yes,"50,000-$74,999"
1095,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,Yes,"White, Non-Hispanic",14,Male,"No, not transgender",2,A building with 2 or more apartments,Married,Non-Metro,Midwest,Rented for cash,IA,Working - as a paid employee,Yes,"$30-49,999"
1096,Several times a day,Yes,"Yes, a little",No,No,No,No,No,No,No,"Yes, occasionally",Agree,Agree,Agree,No,"Black, Non-Hispanic",14,Male,"No, not transgender",2,A building with 2 or more apartments,Divorced,Metro,Midwest,Rented for cash,IN,Not working - disabled,Yes,"under $30,000"
1097,Almost constantly,Yes,"Yes, a little",No,No,No,No,No,No,No,No,Disagree,Agree,Agree,No,"2+ Races, Non-Hispanic",14,Female,"No, not transgender",4,A building with 2 or more apartments,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - self-employed,Yes,"$75,000-$124,999"
1103,Several times a day,Yes,"Yes, a little","Yes, a little","Yes, a little","Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,WI,Working - as a paid employee,Yes,"$75,000-$124,999"
1112,Several times a day,Yes,"Yes, a lot",No,No,No,No,No,No,No,No,Agree,Disagree,Agree,No,"Black, Non-Hispanic",17,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Rented for cash,AL,Working - as a paid employee,Yes,"50,000-$74,999"
1113,Several times a day,Yes,"Yes, a lot",No,"Yes, a little",No,No,"Yes, frequently","Yes, frequently","Yes, occasionally","Yes, occasionally",Agree,Disagree,Agree,No,"White, Non-Hispanic",14,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,IA,Not working - other,Yes,"$125,000+"
1117,Almost constantly,Yes,"Yes, a lot","Yes, a little","Yes, a little",No,No,"Yes, occasionally","Yes, occasionally",No,"Yes, frequently",Strongly disagree,Strongly agree,Strongly agree,No,Hispanic,15,Male,"No, not transgender",4,A building with 2 or more apartments,Married,Metro,Northeast,Rented for cash,MA,Not working - other,Yes,"under $30,000"
1118,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",16,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IA,Working - as a paid employee,Yes,"$30-49,999"
1122,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IN,Working - as a paid employee,Yes,"$125,000+"
